company,type,rating,reviewers,age,highly_ratedFOR,critically_ratedFOR,Pos-Work Life Balance,Pos-Company Culture,Pos-Appraisal,Pos-Learning,Pos-Work Satisfaction,Pos-Salary & Benefits,Pos-Promotions,Pos-Job Security,Pos-Skill Development,Con-Work Life Balance,Con-Company Culture,Con-Appraisal,Con-Learning,Con-Work Satisfaction,Con-Salary & Benefits,Con-Promotions,Con-Job Security,Con-Skill Development
Danfoss Industries,Electrical Equipment ,4.2,393 Reviews,31.0,"Work Life Balance, Company Culture, Skill Development / Learning",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Larsen & Toubro Group,Engineering & Construction ,4.1,393 Reviews,,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Sasken,IT Services & Consulting ,3.6,392 Reviews,35.0,"Job Security, Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Leighton Contractors,Engineering & Construction ,4.1,392 Reviews,26.0,"Salary & Benefits, Company Culture, Work Life Balance",Job Security,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Scientific Publishing Services,Analytics & KPO ,3.9,392 Reviews,29.0,Job Security,"Promotions / Appraisal, Salary & Benefits",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Wellness Forever Medicare,Retail ,3.9,392 Reviews,16.0,"Skill Development / Learning, Company Culture",Promotions / Appraisal,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
TVS Eurogrip,Auto Components ,3.8,392 Reviews,42.0,"Promotions / Appraisal, Company Culture, Work Satisfaction",No-Data,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Usha Martin,Iron & Steel ,4.2,391 Reviews,63.0,"Job Security, Work Life Balance, Skill Development / Learning",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SIS Prosegur Holdings,Law Enforcement & Security ,3.8,391 Reviews,29.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Healthians,Healthcare ,3.6,391 Reviews,11.0,"Promotions / Appraisal, Job Security, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
North East Small Finance Bank,Banking ,4.0,391 Reviews,8.0,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Reliance Capital,Financial Services ,4.1,390 Reviews,19.0,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
QHTalbros,Auto Components ,3.6,390 Reviews,38.0,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",No-Data,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
South Indian Bank,Banking ,3.7,390 Reviews,95.0,"Job Security, Salary & Benefits","Work Satisfaction, Promotions / Appraisal, Work Life Balance",0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
Acadecraft,EdTech ,3.0,390 Reviews,13.0,"Job Security, Work Satisfaction, Promotions / Appraisal",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Reliance Infrastructure,Engineering & Construction ,4.1,390 Reviews,95.0,"Work Life Balance, Skill Development / Learning, Work Satisfaction",No-Data,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Škoda Auto Volkswagen,Automobile ,4.3,390 Reviews,23.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Moser Baer,Consumer Electronics & Appliances ,4.0,389 Reviews,41.0,"Skill Development / Learning, Work Life Balance, Company Culture",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Inspirisys Solution,IT Services & Consulting ,4.0,389 Reviews,33.0,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Welspun Corp,Iron & Steel ,4.1,389 Reviews,39.0,"Skill Development / Learning, Company Culture","Job Security, Promotions / Appraisal",0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
Torry Harris Integration Solutions,IT Services & Consulting ,3.9,388 Reviews,26.0,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Dr. Reddy's Foundation,Non-Profit ,4.1,388 Reviews,28.0,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Einfochips,IT Services & Consulting ,3.6,388 Reviews,30.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
British Council,Education & Training ,3.8,388 Reviews,90.0,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Jiva Ayurvedic Pharmacy,Healthcare ,3.8,388 Reviews,32.0,Job Security,"Promotions / Appraisal, Salary & Benefits",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Jorie Healthcare,Healthcare ,4.6,388 Reviews,9.0,"Company Culture, Job Security, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Emerson Electric Co.,IT Services & Consulting ,4.2,388 Reviews,134.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
NLC,Metals & Mining ,4.5,387 Reviews,68.0,"Work Life Balance, Work Satisfaction, Job Security",No-Data,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Cvent,IT Services & Consulting ,3.5,387 Reviews,25.0,"Promotions / Appraisal, Work Satisfaction, Job Security",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
S P Singla Constructions,Engineering & Construction ,3.8,387 Reviews,28.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tata Power Solar,Power ,4.3,387 Reviews,35.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Universal Sompo General Insurance,Insurance ,3.8,386 Reviews,17.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
smartData Enterprises,IT Services & Consulting ,3.5,386 Reviews,25.0,"Job Security, Salary & Benefits, Work Life Balance",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
QUICK HEAL TECHNOLOGIES,Software Product ,3.8,386 Reviews,29.0,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
Transrail Lighting,Engineering & Construction ,4.0,386 Reviews,16.0,Job Security,Promotions / Appraisal,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
IIFL Home Finance,No-Data,4.0,386 Reviews,,"Work Life Balance, Salary & Benefits",No-Data,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Carlsberg,Beverage ,4.3,385 Reviews,177.0,"Salary & Benefits, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sulzer,Industrial Machinery ,3.8,385 Reviews,190.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tuaman Engineering,Engineering & Construction ,4.2,385 Reviews,19.0,"Job Security, Salary & Benefits, Skill Development / Learning",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
RapiPay,FinTech ,4.2,385 Reviews,6.0,"Salary & Benefits, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NICE,Software Product ,3.8,385 Reviews,38.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sarovar Hotels & Resorts,Hospitality ,4.4,384 Reviews,28.0,"Work Life Balance, Skill Development / Learning, Work Satisfaction",No-Data,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Onshore Construction,Engineering & Construction ,3.9,384 Reviews,29.0,"Promotions / Appraisal, Company Culture, Salary & Benefits",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Otsuka Pharmaceutical India Private Limited,Pharma ,4.2,384 Reviews,8.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lite Bite Foods,Hospitality ,4.5,384 Reviews,23.0,"Skill Development / Learning, Company Culture, Job Security",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Razorpay,FinTech ,3.8,383 Reviews,10.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Navin Fluorine International,Chemicals ,4.0,383 Reviews,57.0,"Job Security, Work Life Balance, Salary & Benefits",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
GD Goenka Public School,Education & Training ,3.9,383 Reviews,30.0,Skill Development / Learning,No-Data,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Value Point Systems,IT Services & Consulting ,3.8,382 Reviews,33.0,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",No-Data,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Ramkrishna Forgings,Railways ,3.7,382 Reviews,43.0,"Promotions / Appraisal, Company Culture, Salary & Benefits",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Baazar Kolkata,Retail ,4.3,382 Reviews,22.0,"Company Culture, Work Life Balance, Job Security",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Global Autotech,Auto Components ,4.0,381 Reviews,19.0,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
RealPage,IT Services & Consulting ,3.8,381 Reviews,26.0,"Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FMC,Agro Chemicals ,4.2,381 Reviews,15.0,"Work Life Balance, Company Culture, Salary & Benefits",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paramount Health Services Tpa,Internet ,3.8,380 Reviews,22.0,Job Security,"Promotions / Appraisal, Salary & Benefits",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
SG Analytics,Analytics & KPO ,3.6,380 Reviews,18.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Bharat Biotech International,Biotechnology ,3.1,380 Reviews,28.0,"Salary & Benefits, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
DBG Technology,Electronics Manufacturing ,4.0,380 Reviews,29.0,"Job Security, Salary & Benefits",No-Data,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Satyam Venture Engineering Services,Auto Components ,3.9,379 Reviews,24.0,"Job Security, Work Life Balance",No-Data,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Acme Generics LLP,Pharma ,4.4,379 Reviews,19.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",No-Data,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Flipkart Logistics,Logistics ,4.1,379 Reviews,,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Venky's,FMCG ,3.7,378 Reviews,48.0,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
Excitel Broadband,Telecom ,3.8,378 Reviews,9.0,"Job Security, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Cotiviti,Analytics & KPO ,4.0,378 Reviews,45.0,"Job Security, Work Life Balance",Promotions / Appraisal,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Wakefit,Furniture & Furnishing ,4.1,378 Reviews,8.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",No-Data,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Wakefit,Furniture & Furnishing ,4.1,378 Reviews,8.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",No-Data,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Koch Business Solutions,Oil & Gas ,3.6,378 Reviews,84.0,"Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ExxonMobil,Oil & Gas ,3.8,377 Reviews,2024.0,Salary & Benefits,Work Satisfaction,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Glaze Trading India,Retail ,4.0,377 Reviews,21.0,"Skill Development / Learning, Company Culture, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Serum Institute of India,Biotechnology ,4.3,376 Reviews,58.0,"Job Security, Work Life Balance, Salary & Benefits",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
McCain Foods,Food Processing ,4.2,376 Reviews,28.0,"Salary & Benefits, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Axiscades,IT Services & Consulting ,3.3,376 Reviews,34.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Impetus Technologies,IT Services & Consulting ,3.7,376 Reviews,33.0,Job Security,Work Satisfaction,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Sanghi Industries,Building Material ,3.7,375 Reviews,39.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
F1 Info Solutions Services,IT Services & Consulting ,3.9,375 Reviews,23.0,"Promotions / Appraisal, Job Security, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Kokilaben Dhirubhai Ambani Hospital,Healthcare ,3.9,375 Reviews,15.0,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
Wissen Technology,IT Services & Consulting ,4.0,375 Reviews,9.0,"Salary & Benefits, Skill Development / Learning, Job Security",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Uppcl,Power ,4.0,375 Reviews,25.0,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
ManipalCigna Health Insurance,Insurance ,4.0,375 Reviews,12.0,"Company Culture, Work Life Balance, Skill Development / Learning",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pearson Education India,Education & Training ,4.2,375 Reviews,24.0,"Work Life Balance, Company Culture, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ThoughtWorks,IT Services & Consulting ,3.9,374 Reviews,31.0,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Pepperfry,Furniture & Furnishing ,3.4,374 Reviews,13.0,"Promotions / Appraisal, Job Security, Work Life Balance",No-Data,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mahanagar Gas,Oil & Gas ,4.2,374 Reviews,29.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Sapphire Foods India,Retail ,3.9,374 Reviews,9.0,"Skill Development / Learning, Salary & Benefits, Company Culture",No-Data,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Gainwell Commosales,Industrial Machinery ,4.2,374 Reviews,80.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
India Post,Government ,3.8,373 Reviews,170.0,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Alight Solutions,IT Services & Consulting ,4.0,373 Reviews,28.0,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Prestige Group,Real Estate ,4.3,373 Reviews,38.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pathkind Diagnostics Private Limited,Healthcare ,4.0,373 Reviews,8.0,"Skill Development / Learning, Salary & Benefits",No-Data,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Google Operations Center,Internet ,3.6,373 Reviews,,"Promotions / Appraisal, Work Satisfaction, Job Security",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Allied Blenders & Distillers,Beverage ,4.1,372 Reviews,38.0,"Job Security, Work Life Balance",Promotions / Appraisal,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Rashmi Group,Iron & Steel ,3.8,372 Reviews,58.0,"Company Culture, Work Satisfaction, Work Life Balance",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Emaar India Limited,Real Estate ,3.7,372 Reviews,19.0,"Promotions / Appraisal, Job Security, Skill Development / Learning",No-Data,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Andritz Hydro Location India,Industrial Machinery ,3.8,372 Reviews,28.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amrit Cement,Building Material ,4.1,372 Reviews,16.0,"Skill Development / Learning, Company Culture, Work Life Balance",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ciena,Telecom ,4.5,372 Reviews,32.0,"Company Culture, Work Life Balance, Salary & Benefits",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mavenir Systems,Software Product ,3.8,372 Reviews,7.0,"Work Life Balance, Promotions / Appraisal, Company Culture",No-Data,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TTK Healthcare,Healthcare ,4.2,372 Reviews,96.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Vijay Nirman Company,Engineering & Construction ,3.6,371 Reviews,42.0,"Salary & Benefits, Promotions / Appraisal",No-Data,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Giesecke & Devrient,IT Services & Consulting ,4.0,371 Reviews,172.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Lakme,Beauty & Personal Care ,4.2,371 Reviews,44.0,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Bridgestone India Automotive Products,Auto Components ,4.3,371 Reviews,28.0,"Company Culture, Work Life Balance, Job Security",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Suprajit Engineering,Auto Components ,3.8,371 Reviews,39.0,Job Security,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
Aptiv,Auto Components ,3.6,371 Reviews,30.0,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",No-Data,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Central Bank of India,Banking ,3.9,370 Reviews,113.0,"Job Security, Salary & Benefits, Promotions / Appraisal",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Hero Cycles,Automobile ,3.6,370 Reviews,68.0,"Promotions / Appraisal, Work Satisfaction, Job Security",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Central Bank of India,Banking ,3.9,370 Reviews,113.0,"Job Security, Salary & Benefits, Promotions / Appraisal",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
IDP Education Limited,EdTech ,3.9,370 Reviews,29.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
ANAROCK Property Consultants,Real Estate ,3.9,370 Reviews,7.0,Company Culture,"Promotions / Appraisal, Work Satisfaction",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
